Category,Message,label,cleaned_message
ham,"HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X",0.0,"hey babe! far 2 spun-out 2 spk at da mo... dead 2 da wrld. been sleeping on da sofa all day, had a cool nytho, tx 4 fonin hon, call 2mwen im bk frmcloud 9! j x"
ham,Should i send you naughty pix? :),0.0,should i send you naughty pix? :)
spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",1.0,"you are a £1000 winner or guaranteed caller prize, this is our final attempt to contact you! to claim call 09071517866 now! 150ppmpobox10183bhamb64xe"
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",1.0,"xmas & new years eve tickets are now on sale from the club, during the day from 10am till 8pm, and on thurs, fri & sat night this week. they're selling fast!"
ham,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",0.0,"tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
ham,Prepare to be pounded every night...,0.0,prepare to be pounded every night...
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",0.0,"actually, my mobile is full of msg. and i m doing a work online, where i need to send them &lt;#&gt; sent msg i wil explain u later."
ham,"Sorry, I'll call later",0.0,"sorry, i'll call later"
ham,Good evening! How are you?,0.0,good evening! how are you?
ham,I'm at home. Please call,0.0,i'm at home. please call
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,0.0,oic cos me n my sis got no lunch today my dad went out... so dunno whether 2 eat in sch or wat...
ham,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",0.0,"mmmmm ... it was sooooo good to wake to your words this morning, my love!! mmmm fuck ... i love you too, my lion ... *devouring kiss from across the sea*"
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,0.0,we are pleased to inform that your application for airtel broadband is processed successfully. your installation will happen within 3 days.
ham,What happen dear. Why you silent. I am tensed,0.0,what happen dear. why you silent. i am tensed
ham,"I'll get there at 3, unless you guys want me to come some time sooner",0.0,"i'll get there at 3, unless you guys want me to come some time sooner"
ham,If you are not coughing then its nothing,0.0,if you are not coughing then its nothing
ham,Ü come lt 25 n pass to me lar,0.0,ü come lt 25 n pass to me lar
ham,I'm e person who's doing e sms survey...,0.0,i'm e person who's doing e sms survey...
ham,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,0.0,lol ok ill try to send. be warned sprint is dead slow. you'll prolly get it tomorrow
ham,Thank You meet you monday,0.0,thank you meet you monday
ham,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,0.0,so is th gower mate which is where i am!?! how r u man? all is good in wales ill b back morrow. c u this wk? who was the msg 4?  random!
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",1.0,"rock yr chik. get 100's of filthy films &xxx pics on yr phone now. rply filth to 69669. saristar ltd, e14 9yt 08701752560. 450p per 5 days. stop2 cancel"
ham,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",0.0,"single line with a big meaning::::: ""miss anything 4 ur ""best life"" but, don't miss ur best life for anything... gud nyt..."
ham,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",0.0,"i got like $ &lt;#&gt; , i can get some more later though. get whatever you feel like"
ham,"Dad wanted to talk about the apartment so I got a late start, omw now",0.0,"dad wanted to talk about the apartment so i got a late start, omw now"
ham,I love you both too :-),0.0,i love you both too :-)
ham,Lol u still feeling sick?,0.0,lol u still feeling sick?
ham,Din i tell u jus now 420,0.0,din i tell u jus now 420
ham,am up to my eyes in philosophy,0.0,am up to my eyes in philosophy
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more,1.0,from next month get upto 50% more calls 4 ur standard network charge 2 activate call 9061100010 c wire3.net 1st4terms pobox84 m26 3uz cost £1.50 min mobcudb more
ham,Ok lor. I'm in town now lei.,0.0,ok lor. i'm in town now lei.
ham,I had it already..sabarish asked me to go..,0.0,i had it already..sabarish asked me to go..
ham,No da. . Vijay going to talk in jaya tv,0.0,no da. . vijay going to talk in jaya tv
spam,URGENT! We are trying to contact U Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,1.0,urgent! we are trying to contact u todays draw shows that you have won a £800 prize guaranteed. call 09050000460 from land line. claim j89. po box245c2150pm
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,0.0,lol i know! hey someone did a great inpersonation of flea on the forums. i love it!
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,1.0,text banneduk to 89555 to see! cost 150p textoperator g696ga 18+ xxx
ham,Still chance there. If you search hard you will get it..let have a try :),0.0,still chance there. if you search hard you will get it..let have a try :)
spam,"Auction round 4. The highest bid is now £54. Next maximum bid is £71. To bid, send BIDS e. g. 10 (to bid £10) to 83383. Good luck.",1.0,"auction round 4. the highest bid is now £54. next maximum bid is £71. to bid, send bids e. g. 10 (to bid £10) to 83383. good luck."
ham,Do you always celebrate NY's with your family ?,0.0,do you always celebrate ny's with your family ?
ham,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",0.0,"we know taj mahal as symbol of love. but the other lesser known facts 1. mumtaz was shahjahan's 4th wife, out of his 7 wifes. 2. shahjahan killed mumtaz's husband to marry her. 3. mumtaz died in her &lt;#&gt; th delivery. 4. he then married mumtaz's sister. question arises where the hell is the love?:-| -the great hari-"
ham,Its ok..come to my home it vl nice to meet and v can chat..,0.0,its ok..come to my home it vl nice to meet and v can chat..
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,1.0,collect your valentine's weekend to paris inc flight & hotel + £200 prize guaranteed! text: paris to no: 69101. URL
ham,Sent me de webadres for geting salary slip,0.0,sent me de webadres for geting salary slip
ham,She's fine. Sends her greetings,0.0,she's fine. sends her greetings
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1.0,customer loyalty offer:the new nokia6650 mobile from only £10 at txtauction! txt word: start to no: 81151 & get yours now! 4t&ctxt tc 150p/mtmsg
ham,But you dint in touch with me.,0.0,but you dint in touch with me.
ham,"Yup, leaving right now, be back soon",0.0,"yup, leaving right now, be back soon"
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,1.0,you won't believe it but it's true. it's incredible txts! reply g now to learn truly amazing things that will blow your mind. from o2fwd only 18p/txt
ham,Yeah sure I'll leave in a min,0.0,yeah sure i'll leave in a min
ham,And do you have any one that can teach me how to ship cars.,0.0,and do you have any one that can teach me how to ship cars.
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",0.0,"the sign of maturity is not when we start saying big things.. but actually it is, when we start understanding small things... *have a nice evening* bslvyl"
ham,Yeah confirmed for you staying at  that weekend,0.0,yeah confirmed for you staying at that weekend
ham,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..,0.0,they said ü dun haf passport or smth like dat.. or ü juz send to my email account..
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",0.0,"multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",0.0,"have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. have a great morning"
ham,Ard 4 lor...,0.0,ard 4 lor...
ham,You are right. Meanwhile how's project twins comin up,0.0,you are right. meanwhile how's project twins comin up
ham,I sent your maga that money yesterday oh.,0.0,i sent your maga that money yesterday oh.
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,1.0,hi 07734396839 ibh customer loyalty offer: the new nokia6600 mobile from only £10 at txtauction!txt word:start to no:81151 & get yours now!4t&
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,0.0,heart is empty without love.. mind is empty without wisdom.. eyes r empty without dreams &amp; life is empty without frnds.. so alwys be in touch. good night &amp; sweet dreams
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,1.0,i am hot n horny and willing i live local to you - text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk: 02085076972 reply stop to end
